ID,EDO,MES,ANIO,MPIO,HORA,MINUTOS,DIA,DIASEMANA,URBANA,SUBURBANA,TIPACCID,AUTOMOVIL,CAMPASAJ,MICROBUS,PASCAMION,OMNIBUS,TRANVIA,CAMIONETA,CAMION,TRACTOR,FERROCARRI,MOTOCICLET,BICICLETA,OTROVEHIC,CAUSAACCI,CAPAROD,SEXO,ALIENTO,CINTURON,EDAD,CONDMUERTO,CONDHERIDO,PASAMUERTO,PASAHERIDO,PEATMUERTO,PEATHERIDO,CICLMUERTO,CICLHERIDO,OTROMUERTO,OTROHERIDO,TOTMUERTOS,TOTHERIDOS,CLASE,CALLE1,CALLE2,CARRETERA,LONGITUD,LATITUD,OID
1084921-999-140,1,8,2022,1,8,0,21,7,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,25,0,1,0,0,0,0,0,0,0,0,0,1,2,UNIVERSIDAD,AGUASCALIENTES NORTE,,-102.3137146,21.91644074,1893
1084921-999-141,1,8,2022,1,9,20,21,7,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,9,43,0,1,0,0,0,0,0,0,0,0,0,1,2,LICENCIADO ADOLFO RUÍZ CORTINES,ABELARDO L. RODRIGUEZ,LICENCIADO ADOLFO RUÍZ CORTINES,-102.3337301,21.87370732,1894
1084921-999-142,1,8,2022,1,15,40,21,7,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,21,0,1,0,0,0,0,0,0,0,0,0,1,2,PUNTA QUERENCIA,EUGENIO GARZA SADA,,-102.330701,21.91515912,1895
1084921-999-143,1,8,2022,1,3,10,22,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,21,0,1,0,0,0,0,0,0,0,0,0,1,2,CARLOS SAGREDO,OCEANÍA,,-102.30795479999999,21.895278100000002,1896
1084921-999-144,1,8,2022,1,23,45,24,3,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,56,0,1,0,0,0,0,0,0,0,0,0,1,2,BOULEVARD A ZACATECAS,ARROYO DEL MOLINO NORTE,,-102.2911287,21.93489945,1897
1084921-999-145,1,8,2022,1,22,10,1,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,63,0,0,0,1,0,0,0,0,0,0,0,1,2,A ZACATECAS,LUIS DONALDO COLOSIO,,-102.2913982,21.9237193,1898
1084921-999-146,1,8,2022,1,18,24,2,2,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,40,0,0,0,0,0,0,0,0,0,0,0,0,3,AGUASCALIENTES - ZACATECAS,AVENIDA SIGLO XXI,AGUASCALIENTES - ZACATECAS,-102.2906983,21.944644399999998,1899
1084921-999-147,1,8,2022,1,0,35,3,3,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,43,0,0,0,0,0,0,0,0,0,0,0,0,3,ADOLFO RUÍZ CORTINEZ,AVENIDA SIGLO XXI,,-102.3685609,21.88295136,1900
1084921-999-148,1,8,2022,1,5,30,3,3,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,4,9,27,0,0,0,0,0,0,0,0,0,0,0,0,3,PASEO DE LA CRUZ,SOLEDAD,,-102.282613,21.87357194,1901
1084921-999-149,1,8,2022,1,22,30,4,4,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,MARIANO ESCOBEDO,AGUASCALIENTES SUR,,-102.2728912,21.86002628,1902
1084921-999-15,1,8,2022,1,14,15,2,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,5,9,45,0,0,0,0,0,0,0,0,0,0,0,0,3,IGNACIO ZARAGOZA,IGNACIO ZARAGOZA,,-102.3503948,21.75522755,1903
1084921-999-150,1,8,2022,1,2,0,5,5,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA SIGLO XXI,GRANJA MARGARITA,,-102.34223259999999,21.84856658,1904
1084921-999-151,1,8,2022,1,23,32,5,5,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,50,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA CONSTITUCION,HECTOR DE ALBA,,-102.2728648,21.955808899999997,1905
1084921-999-152,1,8,2022,1,8,10,6,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,23,0,0,0,0,0,0,0,0,0,0,0,0,3,CONSTITUCIÓN,PASEO DE LA SOLIDARIDAD,,-102.28652220000001,21.91522082,1906
1084921-999-153,1,8,2022,1,22,25,6,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,36,0,0,0,0,0,0,0,0,0,0,0,0,3,AGUASCALIENTES - POCITOS - JESÚS MARÍA,,AGUASCALIENTES - POCITOS - JESÚS MARÍA,-102.3377137,21.92247891,1907
1084921-999-154,1,8,2022,1,0,45,7,7,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,39,0,0,0,0,0,0,0,0,0,0,0,0,3,PASEO DE LOS BOSQUES,AGUASCALIENTES NORTE,,-102.2845475,21.91512865,1908
1084921-999-155,1,8,2022,1,2,45,7,7,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,23,0,0,0,0,0,0,0,0,0,0,0,0,3,LUIS DONALDO COLOSIO,UNIVERSIDAD,,-102.3168158,21.92297462,1909
1084921-999-156,1,8,2022,1,5,10,7,7,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,36,0,0,0,0,0,0,0,0,0,0,0,0,3,ARTÍCULO PRIMERO,AGUASCALIENTES NORTE,,-102.2869082,21.91537502,1910
1084918-999-167,1,5,2022,1,5,0,2,1,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,5,9,23,0,0,0,0,0,0,0,0,0,0,0,0,3,SIGLO XXI,SAN GABRIEL,,-102.2458886,21.87346214,1911
1084921-999-158,1,8,2022,1,4,50,8,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,54,0,0,0,0,0,0,0,0,0,0,0,0,3,UNIVERSIDAD,SIERRA MADRE OCCIDENTAL,,-102.31566109999999,21.92084772,1912
1084921-999-159,1,8,2022,1,9,25,8,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,20,0,0,0,0,0,0,0,0,0,0,0,0,3,PASEO DE LOS BOSQUES,AGUASCALIENTES NORTE,,-102.2845475,21.91512865,1913
1084921-999-16,1,8,2022,1,15,27,2,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,9,29,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA DE LOS MAESTROS,AGUASCALIENTES PONIENTE,,-102.313997,21.85918077,1914
1084921-999-160,1,8,2022,1,11,0,9,2,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,27,0,0,0,0,0,0,0,0,0,0,0,0,3,SAN MARCOS,CONVENCIÓN DE 1914 PONIENTE,,-102.3111532,21.87169666,1915
1084921-999-161,1,8,2022,1,23,30,9,2,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,9,32,0,0,0,0,0,0,0,0,0,0,0,0,3,TECNOLÓGICO,ALAMEDA,,-102.2698372,21.88434402,1916
1084921-999-162,1,8,2022,1,0,16,12,5,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,9,28,0,0,0,0,0,0,0,0,0,0,0,0,3,GUADALUPANO,PRIMERA PROGRESO,,-102.26177,21.90549578,1917
1084921-999-163,1,8,2022,1,3,50,12,5,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,44,0,0,0,0,0,0,0,0,0,0,0,0,3,AGUASCALIENTES SUR,SONORA,,-102.2820673,21.86012129,1918
1084921-999-164,1,8,2022,1,21,15,12,5,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,33,0,0,0,0,0,0,0,0,0,0,0,0,3,A ZACATECAS,NIÑOS HEROES,A ZACATECAS,-102.29094659999998,21.93886303,1919
1084921-999-165,1,8,2022,1,0,20,13,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,SIGLO XXI,FILEMÓN ALONSO MUÑOZ C-10N,,-102.28760759999999,21.84550808,1920
1084921-999-166,1,8,2022,1,0,30,13,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,75,0,0,0,0,0,0,0,0,0,0,0,0,3,5 DE MAYO,5 DE MAYO,,-102.2869061,21.718396,1921
1084921-999-167,1,8,2022,1,10,50,13,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,42,0,0,0,0,0,0,0,0,0,0,0,0,3,VALLARTA,ARPA,,-102.2380318,21.88859288,1922
1084921-999-168,1,8,2022,1,21,23,13,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,36,0,0,0,0,0,0,0,0,0,0,0,0,3,LUIS DONALDO COLOSIO,UNIVERSIDAD,,-102.3168158,21.92297462,1923
1084921-999-169,1,8,2022,1,23,59,13,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,42,0,0,0,0,0,0,0,0,0,0,0,0,3,AGUASCALIENTES NORTE,ARTÍCULO PRIMERO,,-102.29122590000001,21.915561800000003,1924
1084921-999-17,1,8,2022,1,19,0,2,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,5,9,40,0,0,0,0,0,0,0,0,0,0,0,0,3,JOSÉ MARÍA CHÁVEZ,AGUASCALIENTES SUR,,-102.2929799,21.858083999999998,1925
1084921-999-170,1,8,2022,1,1,0,14,7,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,BALCONES DE ORIENTE,LEONARDO MURIALDO,,-102.24861120000001,21.86313092,1926
1084921-999-171,1,8,2022,1,5,30,14,7,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,URBANISMO,TEODULO CASTAÑEDA,,-102.2389732,21.87504805,1927
1084921-999-172,1,8,2022,1,7,10,14,7,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22 DE DICIEMBRE,VALERIO TRUJANO,,-102.2578209,21.85171872,1928
1084921-999-173,1,8,2022,1,20,35,14,7,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,57,0,0,0,0,0,0,0,0,0,0,0,0,3,AGUASCALIENTES ORIENTE,NAZARIO ORTIZ GARZA,,-102.2707062,21.89942677,1929
1084921-999-174,1,8,2022,1,23,50,14,7,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,PRIMERO DE MAYO,20 DE NOVIEMBRE,,-102.19737380000001,22.00792295,1930
1084921-999-175,1,8,2022,1,20,40,15,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,76,0,0,0,0,0,0,0,0,0,0,0,0,3,HEROICO COLEGIO MILITAR,GABRIELA MISTRAL,,-102.2810457,21.89641378,1931
1084921-999-176,1,8,2022,1,23,10,15,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,9,65,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA DE LOS MAESTROS,SIGLO XXI,,-102.32302659999999,21.84328708,1932
1084921-999-177,1,8,2022,1,1,30,16,2,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,9,20,0,0,0,0,0,0,0,0,0,0,0,0,3,JOSÉ MARÍA CHÁVEZ,FRANCISCO G. HORNEDO,,-102.2960325,21.87879151,1933
1084921-999-178,1,8,2022,1,4,0,19,5,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,27,0,0,0,0,0,0,0,0,0,0,0,0,3,HÉROE DE NACOZARI SUR,AGUASCALIENTES SUR,,-102.2827824,21.86013906,1934
1084921-999-179,1,8,2022,1,23,55,19,5,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,JUAN PABLO II,JUAN PABLO II,JUAN PABLO II,-102.334786,21.86394848,1935
1084921-999-18,1,8,2022,1,15,0,3,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,9,31,0,0,0,0,0,0,0,0,0,0,0,0,3,IGNACIO T. CHAVEZ,IGNACIO T. CHÁVEZ,,-102.3007484,21.87362789,1936
1084921-999-180,1,8,2022,1,0,17,20,6,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,19,0,0,0,0,0,0,0,0,0,0,0,0,3,JOSÉ MARÍA CHÁVEZ,FRANCISCO G. HORNEDO,,-102.2960325,21.87879151,1937
1084921-999-181,1,8,2022,1,5,20,20,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,56,0,0,0,0,0,0,0,0,0,0,0,0,3,SAN MARCOS,COLORÍN,,-102.3143819,21.87059614,1938
1084921-999-182,1,8,2022,1,18,20,20,6,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,5,9,22,0,0,0,0,0,0,0,0,0,0,0,0,3,SIGLO XXI,SAN GERÓNIMO,,-102.250226,21.88466838,1939
1084921-999-183,1,8,2022,1,20,15,20,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA DE LOS MAESTROS,SIGLO XXI,,-102.32302659999999,21.84328708,1940
1084921-999-184,1,8,2022,1,2,20,21,7,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,9,37,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA DE LOS MAESTROS,SIGLO XXI,,-102.32302659999999,21.84328708,1941
1084921-999-185,1,8,2022,1,2,26,21,7,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,37,0,0,0,0,0,0,0,0,0,0,0,0,3,SIGLO XXI,GREGORIO RUÍZ VELAZCO,,-102.28644940000001,21.84566958,1942
1084921-999-186,1,8,2022,1,2,30,22,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,27,0,0,0,0,0,0,0,0,0,0,0,0,3,AGUASCALIENTES SUR,COBA,,-102.2564675,21.85988717,1943
1084921-999-187,1,8,2022,1,6,20,23,2,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,21,0,0,0,0,0,0,0,0,0,0,0,0,3,JOSÉ MARÍA CHÁVEZ,ABRAHAM GONZÁLEZ,,-102.2914219,21.84891562,1944
1084921-999-188,1,8,2022,1,1,0,24,3,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,31,0,0,0,0,0,0,0,0,0,0,0,0,3,CALLE DEL JARDÍN DE LOS LIRIOS,AVENIDA DE LOS FLAMINGOS,,-102.3326097,21.85278682,1945
1084921-999-189,1,8,2022,1,4,0,24,3,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,59,0,0,0,0,0,0,0,0,0,0,0,0,3,MARIANO HIDALGO,AGUASCALIENTES SUR,,-102.25818220000001,21.85984939,1946
1084921-999-19,1,8,2022,1,18,40,3,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,9,22,0,0,0,0,0,0,0,0,0,0,0,0,3,JUAN PABLO II,LICENCIADO ADOLFO RUÍZ CORTINES,,-102.3223721,21.87137823,1947
1084921-999-190,1,8,2022,1,21,0,24,3,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,35,0,0,0,0,0,0,0,0,0,0,0,0,3,HEROICO COLEGIO MILITAR,GABRIELA MISTRAL,,-102.2810457,21.89641378,1948
1084921-999-191,1,8,2022,1,1,55,25,4,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,25,0,0,0,0,0,0,0,0,0,0,0,0,3,JUAN BAUTISTA LASALLE,JOSEFINOS,,-102.2802025,21.919489600000002,1949
1084921-999-192,1,8,2022,1,8,10,26,5,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,45,0,0,0,0,0,0,0,0,0,0,0,0,3,VALLADOLID,PETRÓLEOS MEXICANOS,,-102.29744240000001,21.89030242,1950
1084921-999-193,1,8,2022,1,22,50,26,5,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,38,0,0,0,0,0,0,0,0,0,0,0,0,3,HÉROE INMORTAL,30 DE SEPTIEMBRE,,-102.2692928,21.8512978,1951
1084921-999-194,1,8,2022,1,6,30,27,6,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,43,0,0,0,0,0,0,0,0,0,0,0,0,3,BOULEVARD A ZACATECAS,LUIS DONALDO COLOSIO,,-102.291542,21.92550317,1952
1084921-999-195,1,8,2022,1,6,47,27,6,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,AGUASCALIENTES PONIENTE,BARCELONA,,-102.31723819999999,21.86263642,1953
1084921-999-196,1,8,2022,1,11,10,27,6,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,MARIANO ESCOBEDO,AGUASCALIENTES SUR,,-102.2728912,21.86002628,1954
1084921-999-197,1,8,2022,1,2,25,28,7,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,23,0,0,0,0,0,0,0,0,0,0,0,0,3,BOULEVARD A ZACATECAS,CONVENCIÓN DE 1914 NORTE,,-102.2926339,21.90061651,1955
1084921-999-198,1,8,2022,1,4,0,28,7,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,23,0,0,0,0,0,0,0,0,0,0,0,0,3,BOULEVARD A ZACATECAS,ÉBANO,,-102.29249770000001,21.90396045,1956
1084921-999-199,1,8,2022,1,4,20,28,7,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,32,0,0,0,0,0,0,0,0,0,0,0,0,3,BOULEVARD A ZACATECAS,HÉROE DE NACOZARI NORTE,,-102.29208929999999,21.91264694,1957
1084921-999-2,1,8,2022,1,8,5,22,1,1,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,5,9,20,0,1,0,0,0,0,0,0,0,0,0,1,2,SIGLO XXI,TECNOLÓGICO,,-102.2445291,21.86773971,1958
1084921-999-20,1,8,2022,1,21,30,3,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,38,0,0,0,0,0,0,0,0,0,0,0,0,3,QUINTA,AGUASCALIENTES SUR,,-102.3007092,21.86056375,1959
1084921-999-200,1,8,2022,1,4,40,28,7,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,POLIDUCTO,ESCUDO,,-102.2465678,21.89709631,1960
1084921-999-201,1,8,2022,1,8,45,28,7,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,22,0,0,0,0,0,0,0,0,0,0,0,0,3,AGUASCALIENTES ORIENTE,SEGUNDO ANDADOR AGUASCALIENTES,,-102.2526798,21.86404047,1961
1084921-999-202,1,8,2022,1,12,10,28,7,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,FRANCISCO MÁRQUEZ,MANUEL GÓMEZ MORÍN,,-102.278257,21.8817291,1962
1084921-999-203,1,8,2022,1,22,0,28,7,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,26,0,0,0,0,0,0,0,0,0,0,0,0,3,ALCALDES,AGUASCALIENTES ORIENTE,,-102.27503940000001,21.91336992,1963
1084921-999-204,1,8,2022,1,22,50,28,7,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,20,0,0,0,0,0,0,0,0,0,0,0,0,3,AGUASCALIENTES PONIENTE,PROLONGACIÓN DOCTOR SALVADOR QUEZADA LIMÓN,,-102.3172846,21.88609403,1964
1084921-999-205,1,8,2022,1,1,35,29,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,24,0,0,0,0,0,0,0,0,0,0,0,0,3,AJEDRECISTAS,MÉXICO LIBRE,,-102.2627672,21.84400786,1965
1084921-999-206,1,8,2022,1,5,0,29,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,UNIVERSIDAD,CONVENCIÓN DE 1914 NORTE,,-102.3046778,21.89729065,1966
1084921-999-207,1,8,2022,1,22,0,29,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,MANUEL GÓMEZ MORÍN,PASO A DESNIVEL PROLONGACION ALAMEDA,,-102.27887659999999,21.88322483,1967
1084921-999-208,1,8,2022,1,14,5,31,3,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,9,48,0,0,0,0,0,0,0,0,0,0,0,0,3,AGUASCALIENTES ORIENTE,PRESIDENTES,,-102.26436609999999,21.89312928,1968
1084921-999-209,1,8,2022,1,13,20,6,6,1,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,5,8,36,0,1,0,0,0,0,0,0,0,0,0,1,2,AGUASCALIENTES SUR,BELISARIO DOMÍNGUEZ,,-102.30645990000001,21.85850578,1969
1084921-999-21,1,8,2022,1,10,50,4,4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,9,40,0,0,0,0,0,0,0,0,0,0,0,0,3,QUINTA,AGUASCALIENTES SUR,,-102.3007092,21.86056375,1970
1084921-999-210,1,8,2022,1,6,50,29,1,1,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,5,8,28,0,1,0,0,0,0,0,0,0,0,0,1,2,SIGLO XXI,PENSADORES MEXICANOS ORIENTE,,-102.26112590000001,21.91460435,1971
1084921-999-211,1,8,2022,1,8,0,29,1,1,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,5,8,28,0,0,0,0,0,0,0,0,0,0,0,0,3,RANCHO SAN ANTONIO,AVENIDA DE LAS PRESAS,,-102.2668187,21.80962463,1972
1084921-999-212,1,8,2022,1,4,40,31,3,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,9,68,0,0,0,0,0,0,0,0,0,0,0,0,3,MARIANO ESCOBEDO,AGUASCALIENTES SUR,,-102.2728912,21.86002628,1973
1084921-999-213,1,8,2022,1,11,30,3,3,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,5,9,49,0,0,0,1,0,0,0,0,0,0,0,1,2,AVENIDA DE LOS MAESTROS,AGOSTADERITO,,-102.3163211,21.85549051,1974
1084921-999-214,1,8,2022,1,7,51,8,1,0,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,E.C. KM. 119.8 (LEÓN - AGUASCALIENTES) - ARELLANO - EL RETOÑO,,E.C. KM. 119.8 (LEÓN - AGUASCALIENTES) - ARELLANO - EL RETOÑO,-102.18479520000001,21.81964389,1975
1084921-999-215,1,8,2022,1,10,36,8,1,0,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,AV. HEROE INMORTAL,PENSIÓN MUNICIPAL - LOS PARGA,,-102.26889059999999,21.82560614,1976
1084921-999-216,1,8,2022,1,1,45,21,7,0,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,6,9,17,0,0,0,0,0,0,0,0,0,0,0,0,3,AGUASCALIENTES - JOSÉ MARÍA MORELOS,,AGUASCALIENTES - JOSÉ MARÍA MORELOS,-102.2129066,21.98121308,1977
1084921-999-217,1,8,2022,1,17,5,28,7,1,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,2,5,9,54,0,0,0,0,0,0,0,0,0,0,0,0,3,JOSÉ MARÍA CHÁVEZ,AGUASCALIENTES SUR,,-102.2929799,21.858083999999998,1978
1084921-999-218,1,8,2022,1,17,26,28,7,1,0,9,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,5,9,31,0,1,0,3,0,0,0,0,0,0,0,4,2,FERROCARRIL,AGLAYA,,-102.28697170000001,21.90768586,1979
1084921-999-219,1,8,2022,1,0,24,13,6,1,0,10,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2,5,9,35,0,2,0,0,0,0,0,0,0,0,0,2,2,INDEPENDENCIA,TEPEZALÁ,,-102.2969057,21.90868375,1980
1084921-999-220,1,8,2022,1,20,35,6,6,1,0,10,2,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2,5,9,19,0,1,0,0,0,0,0,0,0,0,0,1,2,UNIVERSIDAD,SIERRA DE LAS PALOMAS,,-102.31281390000001,21.91427952,1981
1084921-999-221,1,8,2022,1,2,5,2,2,1,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,5,8,23,0,2,0,0,0,0,0,0,0,0,0,2,2,UNIVERSIDAD,CONVENCIÓN DE 1914 NORTE,,-102.3046778,21.89729065,1982
1084921-999-222,1,8,2022,1,0,50,1,1,1,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,5,9,30,0,1,0,0,0,0,0,0,0,0,0,1,2,PASEO DE LA BIZNAGA,SALVADOR RAMÍREZ MARTÍN DEL CAMPO,,-102.23343340000001,21.87001574,1983
1084921-999-223,1,8,2022,1,22,10,1,1,1,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,5,8,37,0,1,0,0,0,0,0,0,0,0,0,1,2,MAHATMA GANDHI,SIGLO XXI,,-102.29374659999999,21.84467211,1984
1084921-999-224,1,8,2022,1,8,0,2,2,1,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,5,8,26,0,1,0,0,0,0,0,0,0,0,0,1,2,OJOCALIENTE,LOS CONOS,,-102.2509557,21.87778171,1985
1084921-999-225,1,8,2022,1,9,40,3,3,1,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,5,9,30,0,1,0,0,0,0,0,0,0,0,0,1,2,JOSÉ E. FEMAT GUTIÉRREZ,JOSÉ DE JESÚS GONZÁLEZ GARCÍA,,-102.2562652,21.92986158,1986
1084921-999-226,1,8,2022,1,9,40,3,3,1,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,5,9,38,0,1,0,0,0,0,0,0,0,0,0,1,2,CULTURA PURÉPECHA,CULTURA TOTONACA,,-102.2390691,21.90881957,1987
